nohup: ignoring input
============================================================
AGIFORMER PHASE 7: Curriculum Learning & Neuroplasticity
============================================================
Model: 31,199,792 parameters
Device: cuda
/home/ubuntu/agi-former/train_curriculum.py:74: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Starting Curriculum Training...

[Curriculum] Initializing Stage 1: Lexical Grounding (Dictionary)

*** CURRICULUM ALERT: Advancing to Stage 1 ***
/home/ubuntu/agi-former/train_curriculum.py:120: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=(DEVICE=='cuda')):
Step 0: Loss=5.5744 | BPC=8.0422 | Alpha=0.10 | LR=3.00e-06
Step 5550: Loss=1.5221 | BPC=2.1959 | Alpha=0.50 | LR=3.00e-04
Step 5560: Loss=1.5667 | BPC=2.2603 | Alpha=0.50 | LR=3.00e-04
Step 5570: Loss=1.4883 | BPC=2.1471 | Alpha=0.50 | LR=3.00e-04
Step 5580: Loss=1.4585 | BPC=2.1042 | Alpha=0.50 | LR=3.00e-04
Step 5590: Loss=1.3798 | BPC=1.9906 | Alpha=0.50 | LR=3.00e-04
Step 5600: Loss=1.6054 | BPC=2.3161 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5698 | BPC = 2.2647 --
Saved best_model_curriculum.pth
Step 5610: Loss=1.3509 | BPC=1.9489 | Alpha=0.50 | LR=3.00e-04
Step 5620: Loss=1.3541 | BPC=1.9535 | Alpha=0.50 | LR=3.00e-04
Step 5630: Loss=1.6372 | BPC=2.3620 | Alpha=0.50 | LR=3.00e-04
Step 5640: Loss=1.5614 | BPC=2.2527 | Alpha=0.50 | LR=3.00e-04
Step 5650: Loss=1.4353 | BPC=2.0706 | Alpha=0.50 | LR=3.00e-04
Step 5660: Loss=1.5765 | BPC=2.2744 | Alpha=0.50 | LR=3.00e-04
Step 5670: Loss=1.3994 | BPC=2.0189 | Alpha=0.50 | LR=3.00e-04
Step 5680: Loss=1.5509 | BPC=2.2375 | Alpha=0.50 | LR=3.00e-04
Step 5690: Loss=1.4778 | BPC=2.1320 | Alpha=0.50 | LR=3.00e-04
Step 5700: Loss=1.3772 | BPC=1.9868 | Alpha=0.50 | LR=3.00e-04
Step 5710: Loss=1.4554 | BPC=2.0997 | Alpha=0.50 | LR=3.00e-04
Step 5720: Loss=1.3519 | BPC=1.9504 | Alpha=0.50 | LR=3.00e-04
Step 5730: Loss=1.3703 | BPC=1.9769 | Alpha=0.50 | LR=3.00e-04
Step 5740: Loss=1.7852 | BPC=2.5755 | Alpha=0.50 | LR=3.00e-04
Step 5750: Loss=1.4433 | BPC=2.0823 | Alpha=0.50 | LR=3.00e-04
Step 5760: Loss=1.3292 | BPC=1.9177 | Alpha=0.50 | LR=3.00e-04
Step 5770: Loss=1.4543 | BPC=2.0980 | Alpha=0.50 | LR=3.00e-04
Step 5780: Loss=1.4842 | BPC=2.1412 | Alpha=0.50 | LR=3.00e-04
Step 5790: Loss=1.3738 | BPC=1.9820 | Alpha=0.50 | LR=3.00e-04
Step 5800: Loss=1.3754 | BPC=1.9842 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5499 | BPC = 2.2361 --
Saved best_model_curriculum.pth
Step 5810: Loss=1.5085 | BPC=2.1764 | Alpha=0.50 | LR=3.00e-04
Step 5820: Loss=1.5263 | BPC=2.2020 | Alpha=0.50 | LR=3.00e-04
Step 5830: Loss=1.3980 | BPC=2.0169 | Alpha=0.50 | LR=3.00e-04
Step 5840: Loss=1.4253 | BPC=2.0563 | Alpha=0.50 | LR=3.00e-04
Step 5850: Loss=1.4741 | BPC=2.1267 | Alpha=0.50 | LR=3.00e-04
Step 5860: Loss=1.3748 | BPC=1.9834 | Alpha=0.50 | LR=3.00e-04
Step 5870: Loss=1.4070 | BPC=2.0298 | Alpha=0.50 | LR=3.00e-04
Step 5880: Loss=1.3733 | BPC=1.9812 | Alpha=0.50 | LR=3.00e-04
Step 5890: Loss=1.3001 | BPC=1.8757 | Alpha=0.50 | LR=3.00e-04
Step 5900: Loss=1.3081 | BPC=1.8872 | Alpha=0.50 | LR=3.00e-04
Step 5910: Loss=1.3563 | BPC=1.9568 | Alpha=0.50 | LR=3.00e-04
Step 5920: Loss=1.4291 | BPC=2.0618 | Alpha=0.50 | LR=3.00e-04
Step 5930: Loss=1.5478 | BPC=2.2330 | Alpha=0.50 | LR=3.00e-04
Step 5940: Loss=1.5049 | BPC=2.1711 | Alpha=0.50 | LR=3.00e-04
Step 5950: Loss=1.3343 | BPC=1.9250 | Alpha=0.50 | LR=3.00e-04
Step 5960: Loss=1.4511 | BPC=2.0935 | Alpha=0.50 | LR=3.00e-04
Step 5970: Loss=1.3792 | BPC=1.9897 | Alpha=0.50 | LR=3.00e-04
Step 5980: Loss=1.4342 | BPC=2.0690 | Alpha=0.50 | LR=3.00e-04
Step 5990: Loss=1.2850 | BPC=1.8539 | Alpha=0.50 | LR=3.00e-04
Step 6000: Loss=1.5018 | BPC=2.1666 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5307 | BPC = 2.2083 --
Saved best_model_curriculum.pth
Step 6010: Loss=1.5544 | BPC=2.2426 | Alpha=0.50 | LR=3.00e-04
Step 6020: Loss=1.4041 | BPC=2.0256 | Alpha=0.50 | LR=3.00e-04
Step 6030: Loss=1.3685 | BPC=1.9743 | Alpha=0.50 | LR=3.00e-04
Step 6040: Loss=1.7724 | BPC=2.5571 | Alpha=0.50 | LR=3.00e-04
Step 6050: Loss=1.5843 | BPC=2.2856 | Alpha=0.50 | LR=3.00e-04
Step 6060: Loss=1.3781 | BPC=1.9882 | Alpha=0.50 | LR=3.00e-04
Step 6070: Loss=1.5306 | BPC=2.2083 | Alpha=0.50 | LR=3.00e-04
Step 6080: Loss=1.4087 | BPC=2.0323 | Alpha=0.50 | LR=3.00e-04
Step 6090: Loss=1.4084 | BPC=2.0318 | Alpha=0.50 | LR=3.00e-04
Step 6100: Loss=1.4246 | BPC=2.0552 | Alpha=0.50 | LR=3.00e-04
Step 6110: Loss=1.4069 | BPC=2.0297 | Alpha=0.50 | LR=3.00e-04
Step 6120: Loss=1.3690 | BPC=1.9750 | Alpha=0.50 | LR=3.00e-04
Step 6130: Loss=1.3669 | BPC=1.9720 | Alpha=0.50 | LR=3.00e-04
Step 6140: Loss=1.5116 | BPC=2.1807 | Alpha=0.50 | LR=3.00e-04
Step 6150: Loss=1.4659 | BPC=2.1149 | Alpha=0.50 | LR=3.00e-04
Step 6160: Loss=1.4567 | BPC=2.1015 | Alpha=0.50 | LR=3.00e-04
Step 6170: Loss=1.5168 | BPC=2.1883 | Alpha=0.50 | LR=3.00e-04
Step 6180: Loss=1.3957 | BPC=2.0136 | Alpha=0.50 | LR=3.00e-04
Step 6190: Loss=1.4978 | BPC=2.1609 | Alpha=0.50 | LR=3.00e-04
Step 6200: Loss=1.4145 | BPC=2.0407 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5199 | BPC = 2.1928 --
Saved best_model_curriculum.pth
Step 6210: Loss=1.3977 | BPC=2.0164 | Alpha=0.50 | LR=3.00e-04
Step 6220: Loss=1.4889 | BPC=2.1480 | Alpha=0.50 | LR=3.00e-04
Step 6230: Loss=1.3784 | BPC=1.9886 | Alpha=0.50 | LR=3.00e-04
Step 6240: Loss=1.3357 | BPC=1.9269 | Alpha=0.50 | LR=3.00e-04
Step 6250: Loss=1.3445 | BPC=1.9396 | Alpha=0.50 | LR=3.00e-04
Step 6260: Loss=1.3754 | BPC=1.9843 | Alpha=0.50 | LR=3.00e-04
Step 6270: Loss=1.3858 | BPC=1.9993 | Alpha=0.50 | LR=3.00e-04
Step 6280: Loss=1.3472 | BPC=1.9436 | Alpha=0.50 | LR=3.00e-04
Step 6290: Loss=1.3434 | BPC=1.9382 | Alpha=0.50 | LR=3.00e-04
Step 6300: Loss=1.4687 | BPC=2.1188 | Alpha=0.50 | LR=3.00e-04
Step 6310: Loss=1.3497 | BPC=1.9472 | Alpha=0.50 | LR=3.00e-04
Step 6320: Loss=1.6549 | BPC=2.3876 | Alpha=0.50 | LR=3.00e-04
Step 6330: Loss=1.7773 | BPC=2.5641 | Alpha=0.50 | LR=3.00e-04
Step 6340: Loss=1.3650 | BPC=1.9692 | Alpha=0.50 | LR=3.00e-04
Step 6350: Loss=1.3236 | BPC=1.9095 | Alpha=0.50 | LR=3.00e-04
Step 6360: Loss=1.3292 | BPC=1.9176 | Alpha=0.50 | LR=3.00e-04
Step 6370: Loss=1.4876 | BPC=2.1462 | Alpha=0.50 | LR=3.00e-04
Step 6380: Loss=1.5532 | BPC=2.2408 | Alpha=0.50 | LR=3.00e-04
Step 6390: Loss=1.3915 | BPC=2.0076 | Alpha=0.50 | LR=3.00e-04
Step 6400: Loss=1.4102 | BPC=2.0345 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5058 | BPC = 2.1724 --
Saved best_model_curriculum.pth
Step 6410: Loss=1.3259 | BPC=1.9128 | Alpha=0.50 | LR=3.00e-04
Step 6420: Loss=1.3344 | BPC=1.9251 | Alpha=0.50 | LR=3.00e-04
Step 6430: Loss=1.4282 | BPC=2.0605 | Alpha=0.50 | LR=3.00e-04
Step 6440: Loss=1.4870 | BPC=2.1453 | Alpha=0.50 | LR=3.00e-04
Step 6450: Loss=1.2585 | BPC=1.8156 | Alpha=0.50 | LR=3.00e-04
Step 6460: Loss=1.5016 | BPC=2.1663 | Alpha=0.50 | LR=3.00e-04
Step 6470: Loss=1.5071 | BPC=2.1743 | Alpha=0.50 | LR=3.00e-04
Step 6480: Loss=1.5127 | BPC=2.1824 | Alpha=0.50 | LR=3.00e-04
Step 6490: Loss=1.4762 | BPC=2.1297 | Alpha=0.50 | LR=3.00e-04
Step 6500: Loss=1.6064 | BPC=2.3175 | Alpha=0.50 | LR=3.00e-04
Step 6510: Loss=1.3534 | BPC=1.9525 | Alpha=0.50 | LR=3.00e-04
Step 6520: Loss=1.3244 | BPC=1.9107 | Alpha=0.50 | LR=3.00e-04
Step 6530: Loss=1.3397 | BPC=1.9328 | Alpha=0.50 | LR=3.00e-04
Step 6540: Loss=1.5531 | BPC=2.2407 | Alpha=0.50 | LR=3.00e-04
Step 6550: Loss=1.7328 | BPC=2.4999 | Alpha=0.50 | LR=3.00e-04
Step 6560: Loss=1.6881 | BPC=2.4354 | Alpha=0.50 | LR=3.00e-04
Step 6570: Loss=1.3983 | BPC=2.0173 | Alpha=0.50 | LR=3.00e-04
Step 6580: Loss=1.5507 | BPC=2.2372 | Alpha=0.50 | LR=3.00e-04
Step 6590: Loss=1.6021 | BPC=2.3113 | Alpha=0.50 | LR=3.00e-04
Step 6600: Loss=1.4909 | BPC=2.1509 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.4908 | BPC = 2.1508 --
Saved best_model_curriculum.pth
Step 6610: Loss=1.4287 | BPC=2.0612 | Alpha=0.50 | LR=3.00e-04
Step 6620: Loss=1.3377 | BPC=1.9299 | Alpha=0.50 | LR=3.00e-04
Step 6630: Loss=1.3617 | BPC=1.9645 | Alpha=0.50 | LR=3.00e-04
Step 6640: Loss=1.5342 | BPC=2.2134 | Alpha=0.50 | LR=3.00e-04
Step 6650: Loss=1.4597 | BPC=2.1058 | Alpha=0.50 | LR=3.00e-04
Step 6660: Loss=1.3867 | BPC=2.0005 | Alpha=0.50 | LR=3.00e-04
Step 6670: Loss=1.3557 | BPC=1.9559 | Alpha=0.50 | LR=3.00e-04
Step 6680: Loss=1.5446 | BPC=2.2284 | Alpha=0.50 | LR=3.00e-04
Step 6690: Loss=1.3531 | BPC=1.9521 | Alpha=0.50 | LR=3.00e-04
Step 6700: Loss=1.3830 | BPC=1.9953 | Alpha=0.50 | LR=3.00e-04
Step 6710: Loss=1.4175 | BPC=2.0451 | Alpha=0.50 | LR=3.00e-04
Step 6720: Loss=1.4250 | BPC=2.0558 | Alpha=0.50 | LR=3.00e-04
Step 6730: Loss=1.4533 | BPC=2.0967 | Alpha=0.50 | LR=3.00e-04
Step 6740: Loss=1.5074 | BPC=2.1748 | Alpha=0.50 | LR=3.00e-04
Step 6750: Loss=1.4685 | BPC=2.1186 | Alpha=0.50 | LR=3.00e-04
Step 6760: Loss=1.4580 | BPC=2.1035 | Alpha=0.50 | LR=3.00e-04
Step 6770: Loss=1.4499 | BPC=2.0918 | Alpha=0.50 | LR=3.00e-04
Step 6780: Loss=1.4153 | BPC=2.0419 | Alpha=0.50 | LR=3.00e-04
Step 6790: Loss=1.4307 | BPC=2.0640 | Alpha=0.50 | LR=3.00e-04
Step 6800: Loss=1.2909 | BPC=1.8624 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.4985 | BPC = 2.1618 --
Step 6810: Loss=1.3144 | BPC=1.8963 | Alpha=0.50 | LR=3.00e-04
Step 6820: Loss=1.5510 | BPC=2.2377 | Alpha=0.50 | LR=3.00e-04
Step 6830: Loss=1.3406 | BPC=1.9340 | Alpha=0.50 | LR=3.00e-04
Step 6840: Loss=1.3696 | BPC=1.9759 | Alpha=0.50 | LR=3.00e-04
Step 6850: Loss=1.3585 | BPC=1.9598 | Alpha=0.50 | LR=3.00e-04
Step 6860: Loss=1.4308 | BPC=2.0642 | Alpha=0.50 | LR=3.00e-04
Step 6870: Loss=1.3530 | BPC=1.9520 | Alpha=0.50 | LR=3.00e-04
Step 6880: Loss=1.5815 | BPC=2.2816 | Alpha=0.50 | LR=3.00e-04
Step 6890: Loss=1.4838 | BPC=2.1406 | Alpha=0.50 | LR=3.00e-04
Step 6900: Loss=1.3406 | BPC=1.9340 | Alpha=0.50 | LR=3.00e-04
Step 6910: Loss=1.3895 | BPC=2.0046 | Alpha=0.50 | LR=3.00e-04
Step 6920: Loss=1.2963 | BPC=1.8701 | Alpha=0.50 | LR=3.00e-04
Step 6930: Loss=1.5142 | BPC=2.1846 | Alpha=0.50 | LR=3.00e-04
Step 6940: Loss=1.4902 | BPC=2.1499 | Alpha=0.50 | LR=3.00e-04
Step 6950: Loss=1.5241 | BPC=2.1989 | Alpha=0.50 | LR=3.00e-04
Step 6960: Loss=1.7750 | BPC=2.5608 | Alpha=0.50 | LR=3.00e-04
Step 6970: Loss=1.3976 | BPC=2.0163 | Alpha=0.50 | LR=3.00e-04
Step 6980: Loss=1.3450 | BPC=1.9404 | Alpha=0.50 | LR=3.00e-04
Step 6990: Loss=1.3816 | BPC=1.9932 | Alpha=0.50 | LR=3.00e-04
Step 7000: Loss=1.2621 | BPC=1.8208 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.4955 | BPC = 2.1575 --
Step 7010: Loss=1.3252 | BPC=1.9119 | Alpha=0.50 | LR=3.00e-04
Step 7020: Loss=1.4499 | BPC=2.0918 | Alpha=0.50 | LR=3.00e-04
Step 7030: Loss=1.3278 | BPC=1.9157 | Alpha=0.50 | LR=3.00e-04
Step 7040: Loss=1.4561 | BPC=2.1006 | Alpha=0.50 | LR=3.00e-04
Step 7050: Loss=1.4003 | BPC=2.0203 | Alpha=0.50 | LR=3.00e-04
Step 7060: Loss=1.2769 | BPC=1.8422 | Alpha=0.50 | LR=3.00e-04
Step 7070: Loss=1.3706 | BPC=1.9773 | Alpha=0.50 | LR=3.00e-04
Step 7080: Loss=1.4327 | BPC=2.0669 | Alpha=0.50 | LR=3.00e-04
Step 7090: Loss=1.4795 | BPC=2.1344 | Alpha=0.50 | LR=3.00e-04
Step 7100: Loss=1.3048 | BPC=1.8825 | Alpha=0.50 | LR=3.00e-04
Step 7110: Loss=1.4473 | BPC=2.0880 | Alpha=0.50 | LR=3.00e-04
Step 7120: Loss=1.4710 | BPC=2.1222 | Alpha=0.50 | LR=3.00e-04
Step 7130: Loss=1.5305 | BPC=2.2080 | Alpha=0.50 | LR=3.00e-04
Step 7140: Loss=1.4230 | BPC=2.0529 | Alpha=0.50 | LR=3.00e-04
Step 7150: Loss=1.3390 | BPC=1.9318 | Alpha=0.50 | LR=3.00e-04
Step 7160: Loss=1.5461 | BPC=2.2306 | Alpha=0.50 | LR=3.00e-04
Step 7170: Loss=1.2708 | BPC=1.8334 | Alpha=0.50 | LR=3.00e-04
Step 7180: Loss=1.4078 | BPC=2.0310 | Alpha=0.50 | LR=3.00e-04
Step 7190: Loss=1.3796 | BPC=1.9903 | Alpha=0.50 | LR=3.00e-04
Step 7200: Loss=1.4316 | BPC=2.0653 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.5037 | BPC = 2.1694 --
Step 7210: Loss=1.3017 | BPC=1.8780 | Alpha=0.50 | LR=3.00e-04
Step 7220: Loss=1.5342 | BPC=2.2133 | Alpha=0.50 | LR=3.00e-04
Step 7230: Loss=1.4866 | BPC=2.1447 | Alpha=0.50 | LR=3.00e-04
Step 7240: Loss=1.3881 | BPC=2.0025 | Alpha=0.50 | LR=3.00e-04
Step 7250: Loss=1.4477 | BPC=2.0886 | Alpha=0.50 | LR=3.00e-04
Step 7260: Loss=1.4380 | BPC=2.0746 | Alpha=0.50 | LR=3.00e-04
Step 7270: Loss=1.3005 | BPC=1.8762 | Alpha=0.50 | LR=3.00e-04
Step 7280: Loss=1.4088 | BPC=2.0325 | Alpha=0.50 | LR=3.00e-04
Step 7290: Loss=1.3987 | BPC=2.0179 | Alpha=0.50 | LR=3.00e-04
Step 7300: Loss=1.2859 | BPC=1.8551 | Alpha=0.50 | LR=3.00e-04
Step 7310: Loss=1.4174 | BPC=2.0449 | Alpha=0.50 | LR=3.00e-04
Step 7320: Loss=1.3839 | BPC=1.9966 | Alpha=0.50 | LR=3.00e-04
Step 7330: Loss=1.1901 | BPC=1.7169 | Alpha=0.50 | LR=3.00e-04
Step 7340: Loss=1.6071 | BPC=2.3186 | Alpha=0.50 | LR=3.00e-04
Step 7350: Loss=1.4861 | BPC=2.1440 | Alpha=0.50 | LR=3.00e-04
Step 7360: Loss=1.3127 | BPC=1.8938 | Alpha=0.50 | LR=3.00e-04
Step 7370: Loss=1.3752 | BPC=1.9840 | Alpha=0.50 | LR=3.00e-04
Step 7380: Loss=1.3963 | BPC=2.0144 | Alpha=0.50 | LR=3.00e-04
Step 7390: Loss=1.4590 | BPC=2.1049 | Alpha=0.50 | LR=3.00e-04
Step 7400: Loss=1.4396 | BPC=2.0769 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.4891 | BPC = 2.1483 --
Saved best_model_curriculum.pth
Step 7410: Loss=1.4049 | BPC=2.0269 | Alpha=0.50 | LR=3.00e-04
Step 7420: Loss=1.4249 | BPC=2.0557 | Alpha=0.50 | LR=3.00e-04
Step 7430: Loss=1.4071 | BPC=2.0300 | Alpha=0.50 | LR=3.00e-04
Step 7440: Loss=1.3850 | BPC=1.9981 | Alpha=0.50 | LR=3.00e-04
Step 7450: Loss=1.3850 | BPC=1.9982 | Alpha=0.50 | LR=3.00e-04
Step 7460: Loss=1.5613 | BPC=2.2525 | Alpha=0.50 | LR=3.00e-04
Step 7470: Loss=1.3618 | BPC=1.9647 | Alpha=0.50 | LR=3.00e-04
Step 7480: Loss=1.5467 | BPC=2.2314 | Alpha=0.50 | LR=3.00e-04
Step 7490: Loss=1.4022 | BPC=2.0229 | Alpha=0.50 | LR=3.00e-04
Step 7500: Loss=1.4342 | BPC=2.0691 | Alpha=0.50 | LR=3.00e-04
Step 7510: Loss=1.4921 | BPC=2.1526 | Alpha=0.50 | LR=3.00e-04
Step 7520: Loss=1.2806 | BPC=1.8475 | Alpha=0.50 | LR=3.00e-04
Step 7530: Loss=1.3088 | BPC=1.8883 | Alpha=0.50 | LR=3.00e-04
Step 7540: Loss=1.3187 | BPC=1.9024 | Alpha=0.50 | LR=3.00e-04
Step 7550: Loss=1.4560 | BPC=2.1006 | Alpha=0.50 | LR=3.00e-04
Step 7560: Loss=1.3849 | BPC=1.9980 | Alpha=0.50 | LR=3.00e-04
Step 7570: Loss=1.3261 | BPC=1.9132 | Alpha=0.50 | LR=3.00e-04
Step 7580: Loss=1.3347 | BPC=1.9256 | Alpha=0.50 | LR=3.00e-04
Step 7590: Loss=1.2076 | BPC=1.7422 | Alpha=0.50 | LR=3.00e-04
Step 7600: Loss=1.2612 | BPC=1.8195 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.4798 | BPC = 2.1349 --
Saved best_model_curriculum.pth
Step 7610: Loss=1.4415 | BPC=2.0796 | Alpha=0.50 | LR=3.00e-04
Step 7620: Loss=1.3910 | BPC=2.0068 | Alpha=0.50 | LR=3.00e-04
Step 7630: Loss=1.4740 | BPC=2.1266 | Alpha=0.50 | LR=3.00e-04
Step 7640: Loss=1.3673 | BPC=1.9726 | Alpha=0.50 | LR=3.00e-04
Step 7650: Loss=1.2899 | BPC=1.8610 | Alpha=0.50 | LR=3.00e-04
Step 7660: Loss=1.6417 | BPC=2.3685 | Alpha=0.50 | LR=3.00e-04
Step 7670: Loss=1.5608 | BPC=2.2518 | Alpha=0.50 | LR=3.00e-04
Step 7680: Loss=1.2626 | BPC=1.8215 | Alpha=0.50 | LR=3.00e-04
Step 7690: Loss=1.3029 | BPC=1.8798 | Alpha=0.50 | LR=3.00e-04
Step 7700: Loss=1.2935 | BPC=1.8662 | Alpha=0.50 | LR=3.00e-04
Step 7710: Loss=1.4499 | BPC=2.0918 | Alpha=0.50 | LR=3.00e-04
Step 7720: Loss=1.6250 | BPC=2.3444 | Alpha=0.50 | LR=3.00e-04
Step 7730: Loss=1.2589 | BPC=1.8162 | Alpha=0.50 | LR=3.00e-04
Step 7740: Loss=1.2041 | BPC=1.7372 | Alpha=0.50 | LR=3.00e-04
Step 7750: Loss=1.3937 | BPC=2.0107 | Alpha=0.50 | LR=3.00e-04
Step 7760: Loss=1.2615 | BPC=1.8199 | Alpha=0.50 | LR=3.00e-04
Step 7770: Loss=1.3780 | BPC=1.9880 | Alpha=0.50 | LR=3.00e-04
Step 7780: Loss=1.2223 | BPC=1.7634 | Alpha=0.50 | LR=3.00e-04
Step 7790: Loss=1.3424 | BPC=1.9367 | Alpha=0.50 | LR=3.00e-04
Step 7800: Loss=1.3647 | BPC=1.9688 | Alpha=0.50 | LR=3.00e-04
-- VALIDATION: Loss = 1.4790 | BPC = 2.1337 --
Saved best_model_curriculum.pth
Step 7810: Loss=1.4536 | BPC=2.0971 | Alpha=0.50 | LR=3.00e-04
Step 7820: Loss=1.3189 | BPC=1.9028 | Alpha=0.50 | LR=3.00e-04
Step 7830: Loss=1.2495 | BPC=1.8026 | Alpha=0.50 | LR=3.00e-04
Step 7840: Loss=1.2332 | BPC=1.7792 | Alpha=0.50 | LR=3.00e-04
Step 7850: Loss=1.3295 | BPC=1.9181 | Alpha=0.50 | LR=3.00e-04
Step 7860: Loss=1.3976 | BPC=2.0164 | Alpha=0.50 | LR=3.00e-04
Step 7870: Loss=1.2128 | BPC=1.7496 | Alpha=0.50 | LR=3.00e-04
Step 7880: Loss=1.4861 | BPC=2.1440 | Alpha=0.50 | LR=3.00e-04
Step 7890: Loss=1.3621 | BPC=1.9651 | Alpha=0.50 | LR=3.00e-04
Step 7900: Loss=1.3208 | BPC=1.9055 | Alpha=0.50 | LR=3.00e-04
Step 7910: Loss=1.3228 | BPC=1.9084 | Alpha=0.50 | LR=3.00e-04
Step 7920: Loss=1.3601 | BPC=1.9622 | Alpha=0.50 | LR=3.00e-04
Step 7930: Loss=1.7273 | BPC=2.4919 | Alpha=0.50 | LR=3.00e-04
Step 7940: Loss=1.3740 | BPC=1.9823 | Alpha=0.50 | LR=3.00e-04
Step 7950: Loss=1.3266 | BPC=1.9138 | Alpha=0.50 | LR=3.00e-04
Step 7960: Loss=1.3905 | BPC=2.0061 | Alpha=0.50 | LR=3.00e-04
Step 7970: Loss=1.3588 | BPC=1.9603 | Alpha=0.50 | LR=3.00e-04
Step 7980: Loss=1.5165 | BPC=2.1878 | Alpha=0.50 | LR=3.00e-04
Step 7990: Loss=1.3032 | BPC=1.8801 | Alpha=0.50 | LR=3.00e-04

*** CURRICULUM ALERT: Advancing to Stage 3 ***

[Curriculum] Initializing Stage 3: Semantic Expansion (Wikipedia)
Step 8000: Loss=1.6049 | BPC=2.3154 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.4695 | BPC = 2.1200 --
Saved best_model_curriculum.pth
Step 8010: Loss=1.4457 | BPC=2.0857 | Alpha=0.99 | LR=3.00e-04
Step 8020: Loss=1.6362 | BPC=2.3606 | Alpha=0.99 | LR=3.00e-04
Step 8030: Loss=1.6709 | BPC=2.4106 | Alpha=0.99 | LR=3.00e-04
Step 8040: Loss=1.6695 | BPC=2.4085 | Alpha=0.99 | LR=3.00e-04
Step 8050: Loss=1.5812 | BPC=2.2812 | Alpha=0.99 | LR=3.00e-04
Step 8060: Loss=1.6726 | BPC=2.4130 | Alpha=0.99 | LR=3.00e-04
Step 8070: Loss=1.7262 | BPC=2.4904 | Alpha=0.99 | LR=3.00e-04
Step 8080: Loss=1.7837 | BPC=2.5734 | Alpha=0.99 | LR=3.00e-04
Step 8090: Loss=1.4817 | BPC=2.1376 | Alpha=0.99 | LR=3.00e-04
Step 8100: Loss=1.6477 | BPC=2.3771 | Alpha=0.99 | LR=3.00e-04
Step 8110: Loss=1.5860 | BPC=2.2881 | Alpha=0.99 | LR=3.00e-04
Step 8120: Loss=1.6189 | BPC=2.3356 | Alpha=0.99 | LR=3.00e-04
Step 8130: Loss=1.3991 | BPC=2.0185 | Alpha=0.99 | LR=3.00e-04
Step 8140: Loss=1.5546 | BPC=2.2428 | Alpha=0.99 | LR=3.00e-04
Step 8150: Loss=1.4803 | BPC=2.1356 | Alpha=0.99 | LR=3.00e-04
Step 8160: Loss=1.5584 | BPC=2.2483 | Alpha=0.99 | LR=3.00e-04
Step 8170: Loss=1.6295 | BPC=2.3509 | Alpha=0.99 | LR=3.00e-04
Step 8180: Loss=1.5295 | BPC=2.2065 | Alpha=0.99 | LR=3.00e-04
Step 8190: Loss=1.3740 | BPC=1.9823 | Alpha=0.99 | LR=3.00e-04
Step 8200: Loss=1.4670 | BPC=2.1164 | Alpha=0.99 | LR=3.00e-04
-- VALIDATION: Loss = 1.4557 | BPC = 2.1001 --
Saved best_model_curriculum.pth
Step 8210: Loss=1.6274 | BPC=2.3478 | Alpha=0.99 | LR=3.00e-04
Step 8220: Loss=1.4542 | BPC=2.0980 | Alpha=0.99 | LR=3.00e-04
Step 8230: Loss=1.4623 | BPC=2.1097 | Alpha=0.99 | LR=3.00e-04
Step 8240: Loss=1.8548 | BPC=2.6758 | Alpha=0.99 | LR=3.00e-04
Step 8250: Loss=1.4570 | BPC=2.1020 | Alpha=0.99 | LR=3.00e-04
Step 8260: Loss=1.4415 | BPC=2.0796 | Alpha=0.99 | LR=3.00e-04
Step 8270: Loss=1.4999 | BPC=2.1639 | Alpha=0.99 | LR=3.00e-04
Step 8280: Loss=1.2895 | BPC=1.8603 | Alpha=0.99 | LR=3.00e-04
Step 8290: Loss=1.5739 | BPC=2.2707 | Alpha=0.99 | LR=3.00e-04
Step 8300: Loss=1.5089 | BPC=2.1769 | Alpha=0.99 | LR=3.00e-04
Step 8310: Loss=1.6932 | BPC=2.4427 | Alpha=0.99 | LR=3.00e-04
Step 8320: Loss=1.5025 | BPC=2.1677 | Alpha=0.99 | LR=3.00e-04
Step 8330: Loss=1.6385 | BPC=2.3639 | Alpha=0.99 | LR=3.00e-04
Step 8340: Loss=1.4288 | BPC=2.0614 | Alpha=0.99 | LR=3.00e-04
